-0.32495,1.825,0.1499,175.51,-33.789,0.079404
-1.825,1.075,0.8999,175.51,-33.991,0.88548
-1.575,-0.92505,-0.8501,174.54,-34.528,1.497
-1.325,-0.92505,0.6499,174.93,-34.528,2.1067
-0.57495,-1.425,-2.1001,174.08,-34.66,2.7121
-1.575,-1.175,-1.1001,174.41,-34.594,3.3365
-2.325,-0.42505,0.1499,174.93,-34.394,3.96
-1.825,0.074951,2.1499,175.58,-34.259,4.5688
-1.825,-0.67505,1.1499,175.12,-34.461,5.1752
-2.325,1.075,2.1499,175.84,-33.989,5.7866
-1.825,2.075,2.3999,176.16,-33.719,6.3919
-3.075,2.825,6.3999,177.39,-33.505,7.0593
-5.075,4.575,7.6499,178.16,-33.022,7.7624
-4.575,4.325,9.1499,178.49,-33.083,8.3834
-5.825,5.825,14.4,180.24,-32.635,9.0101
-3.075,6.825,15.4,180.76,-32.35,9.6199
-6.825,8.825,18.9,182.17,-31.758,10.224
-3.825,10.575,21.4,183.27,-31.238,10.85
-4.325,18.825,24.65,186.2,-28.851,11.457
-4.075,26.075,26.65,188.53,-26.729,12.059
-3.075,28.825,30.65,190.25,-25.841,12.669
-2.075,360.07,198.4,276.9,115.95,13.275
-3.325,364.57,195.4,276.51,117.27,13.881
-3.325,366.07,194.4,276.38,117.71,14.486
-2.325,366.82,195.4,276.57,118.23,15.094
-2.075,369.57,193.65,276.35,119.05,15.7
-2.575,372.32,194.65,276.58,120.41,16.319
-3.575,373.82,194.9,276.65,121.1,16.927
-3.075,378.32,192.9,276.41,122.61,17.53
-2.825,380.57,192.9,276.45,123.56,18.135
-4.825,382.57,189.15,275.86,123.66,18.74
-1.075,386.57,186.65,275.52,124.85,19.353
0.92505,393.07,185.9,275.48,127.45,19.961
-2.575,401.32,183.65,275.19,130.48,20.591
-0.57495,405.82,181.65,274.9,131.97,21.197
-2.325,414.57,179.65,274.59,135.25,21.802
-2.575,421.32,178.4,274.38,137.83,22.405
-5.075,429.57,172.9,273.46,140.16,23.007
-0.074951,437.57,171.65,273.19,143.26,23.638
-2.075,445.07,168.4,272.58,145.72,24.238
-3.325,453.82,165.65,272,148.79,24.849
3.675,964.07,-5.1001,184.5,292.4,25.455
-2.325,976.07,-7.6001,181.52,295.13,26.062
-4.825,977.82,-6.1001,181.12,296,26.672
-0.57495,978.07,-6.8501,181.04,295.88,27.285
-2.325,977.82,-6.3501,181.11,295.94,27.888
-2.325,975.82,-8.8501,181.55,294.73,28.493
-0.57495,974.82,-10.35,181.76,294.07,29.095
-1.825,968.32,-9.6001,183.36,292.44,29.698
-1.075,964.57,-11.35,184.21,290.93,30.299
-3.825,963.07,-13.1,184.52,290.06,30.905
-0.32495,958.32,-14.35,185.61,288.38,31.506
-1.075,953.57,-16.35,186.65,286.51,32.109
-4.075,946.57,-17.85,188.21,284.11,32.714
-3.075,941.07,-19.6,189.39,282.07,33.33
-3.575,932.32,-21.85,191.25,278.94,33.93
-4.075,924.32,-25.85,192.8,275.56,34.535
-4.575,917.82,-27.6,194.1,273.19,35.138
-3.325,907.57,-30.1,196.11,269.49,35.744
-3.575,900.82,-32.35,197.35,266.88,36.358
-6.325,892.07,-34.1,198.98,263.78,36.978
-4.325,379.82,-204.6,191.08,68.089,37.583
-0.82495,371.32,-204.1,190.32,65.636,38.193
-1.575,370.07,-201.6,190.81,65.436,38.803
-0.32495,367.57,-202.1,190.42,64.673,39.414
-2.575,367.57,-198.35,191.36,64.92,40.02
-1.325,367.32,-198.6,191.27,64.83,40.633
-1.575,367.07,-196.6,191.75,64.89,41.243
-4.325,368.32,-194.6,192.38,65.394,41.859
-2.825,367.07,-191.1,193.12,65.265,42.46
-4.075,367.57,-187.35,194.11,65.676,43.067
-3.075,367.32,-184.6,194.77,65.798,43.677
-1.825,366.07,-180.6,195.64,65.713,44.295
-3.075,367.32,-178.85,196.21,66.217,44.895
-4.075,370.07,-174.1,197.67,67.406,45.512
-1.575,370.32,-172.1,198.2,67.637,46.142
-1.075,369.32,-167.6,199.21,67.685,46.745
-2.075,368.32,-161.35,200.65,67.879,47.349
-3.075,367.57,-155.1,202.11,68.16,47.95
-3.325,368.07,-149.85,203.45,68.758,48.553
-3.075,368.32,-145.35,204.58,69.224,49.161
-2.825,367.82,196.4,276.77,118.85,49.774
-3.575,365.57,194.65,276.41,117.55,50.379
-4.575,364.82,193.9,276.26,117.08,50.983
-2.325,364.07,191.65,275.86,116.33,51.593
-4.575,365.57,194.9,276.45,117.6,52.195
-3.575,362.07,195.65,276.48,116.26,52.8
-0.82495,360.32,195.15,276.35,115.42,53.407
-2.825,355.57,192.65,275.77,112.92,54.018
-2.325,356.32,191.15,275.53,112.95,54.622
-1.325,354.57,190.9,275.43,112.16,55.222
-3.325,349.57,187.4,274.63,109.38,55.825
-1.575,345.82,186.9,274.39,107.71,56.426
-3.825,343.07,184.4,273.82,106.08,57.035
-2.825,338.57,182.9,273.35,103.91,57.646
-2.325,334.32,179.65,272.55,101.53,58.25
-1.075,328.07,179.15,272.12,98.827,58.851
-4.575,322.82,177.65,271.53,96.366,59.458
-4.075,317.57,172.4,270.22,93.246,60.064
-2.325,312.82,168.9,269.25,90.664,60.672
-3.325,308.07,164.9,268.14,88.012,61.273
-10.825,4.325,-6.6001,174.38,-33.118,61.875
-6.575,0.82495,-5.8501,173.69,-34.054,62.491
-8.575,1.325,-4.1001,174.26,-33.923,63.093
-9.575,-1.925,-4.1001,173.42,-34.79,63.694
-8.575,-1.425,-3.6001,173.68,-34.658,64.296
-8.075,0.32495,-3.1001,174.27,-34.191,64.899
-9.075,0.32495,-3.8501,174.07,-34.19,65.503
-7.575,0.82495,-3.8501,174.2,-34.057,66.108
-7.075,-1.675,-3.1001,173.75,-34.725,66.712
-7.325,0.82495,-3.6001,174.27,-34.057,67.314
-8.325,2.075,-5.1001,174.2,-33.721,67.916
-8.575,1.575,-5.8501,173.87,-33.854,68.521
-9.075,1.325,-3.8501,174.33,-33.923,69.123
-6.575,2.325,-5.6001,174.14,-33.654,69.722
-7.575,1.325,-4.8501,174.07,-33.922,70.326
-9.325,2.575,-4.3501,174.52,-33.588,70.932
-7.325,3.325,-4.6001,174.66,-33.387,71.536
-7.825,1.325,-3.6001,174.4,-33.923,72.137
-8.825,0.82495,-5.6001,173.74,-34.054,72.738
